composite,scientific_name,ebird_code,common_name,alpha
Chalcophaps longirostris_Pacific Emerald Dove,Chalcophaps longirostris,emedov3,Pacific Emerald Dove,
Chalcophaps stephani_Stephan's Dove,Chalcophaps stephani,stedov1,Stephan's Emerald Dove,
Chalybura buffonii_White-vented Plumeleteer,Chalybura buffonii,whvplu1,White-vented Plumeleteer,WVPL
Chalybura urochrysia_Bronze-tailed Plumeleteer,Chalybura urochrysia,brtplu1,Bronze-tailed Plumeleteer,BTPL
Chamaea fasciata_Wrentit,Chamaea fasciata,wrenti,Wrentit,WREN
Chamaepetes goudotii_Sickle-winged Guan,Chamaepetes goudotii,siwgua1,Sickle-winged Guan,
Chamaepetes unicolor_Black Guan,Chamaepetes unicolor,blagua1,Black Guan,BLAG
Chamaetylas fuelleborni_White-chested Alethe,Chamaetylas fuelleborni,whcale1,White-chested Alethe,
Chamaetylas poliocephala_Brown-chested Alethe,Chamaetylas poliocephala,brcale1,Brown-chested Alethe,
Chamaeza campanisona_Short-tailed Antthrush,Chamaeza campanisona,shtant1,Short-tailed Antthrush,
Chamaeza meruloides_Such's Antthrush,Chamaeza meruloides,sucant1,Cryptic Antthrush,
Chamaeza mollissima_Barred Antthrush,Chamaeza mollissima,barant2,Barred Antthrush,
Chamaeza nobilis_Striated Antthrush,Chamaeza nobilis,strant3,Striated Antthrush,
Chamaeza ruficauda_Rufous-tailed Antthrush,Chamaeza ruficauda,rutant2,Rufous-tailed Antthrush,
Chamaeza turdina_Schwartz's Antthrush,Chamaeza turdina,schant1,Schwartz's Antthrush,
Charadrius alexandrinus_Kentish Plover,Charadrius alexandrinus,,,
Charadrius bicinctus_Double-banded Plover,Charadrius bicinctus,,,
Charadrius collaris_Collared Plover,Charadrius collaris,,,
Charadrius dubius_Little Ringed Plover,Charadrius dubius,,,
Charadrius falklandicus_Two-banded Plover,Charadrius falklandicus,,,
Charadrius hiaticula_Common Ringed Plover,Charadrius hiaticula,corplo,Common Ringed Plover,CRPL
Charadrius javanicus_Javan Plover,Charadrius javanicus,,,
Charadrius leschenaultii_Greater Sand-Plover,Charadrius leschenaultii,,,
Charadrius melodus_Piping Plover,Charadrius melodus,pipplo,Piping Plover,PIPL
Charadrius modestus_Rufous-chested Dotterel,Charadrius modestus,,,
Charadrius mongolus_Lesser Sand-Plover,Charadrius mongolus,,,
Charadrius montanus_Mountain Plover,Charadrius montanus,,,
Charadrius morinellus_Eurasian Dotterel,Charadrius morinellus,,,
Charadrius nivosus_Snowy Plover,Charadrius nivosus,,,
Charadrius peronii_Malaysian Plover,Charadrius peronii,,,
Charadrius placidus_Long-billed Plover,Charadrius placidus,,,
Charadrius semipalmatus_Semipalmated Plover,Charadrius semipalmatus,semplo,Semipalmated Plover,SEPL
Charadrius tricollaris_Three-banded Plover,Charadrius tricollaris,,,
Charadrius veredus_Oriental Plover,Charadrius veredus,,,
Charadrius vociferus_Killdeer,Charadrius vociferus,killde,Killdeer,KILL
Charadrius wilsonia_Wilson's Plover,Charadrius wilsonia,,,
Charitospiza eucosma_Coal-crested Finch,Charitospiza eucosma,cocfin2,Coal-crested Finch,
Charmosyna papou_Papuan Lorikeet,Charmosyna papou,paplor1,West Papuan Lorikeet,
Chasiempis ibidis_Oahu Elepaio,Chasiempis ibidis,elepai4,Oahu Elepaio,OAEL
Chasiempis sandwichensis_Hawaii Elepaio,Chasiempis sandwichensis,elepai,Hawaii Elepaio,HAEL
Chasiempis sclateri_Kauai Elepaio,Chasiempis sclateri,elepai5,Kauai Elepaio,KAEL
Chauna chavaria_Northern Screamer,Chauna chavaria,norscr1,Northern Screamer,
Chauna torquata_Southern Screamer,Chauna torquata,souscr1,Southern Screamer,
Chelidoptera tenebrosa_Swallow-winged Puffbird,Chelidoptera tenebrosa,swwpuf1,Swallow-winged Puffbird,
Chelidorhynx hypoxanthus_Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,yebfan1,Yellow-bellied Fantail,
